feature_index,occurrence_count,occurrence_percentage,globally_interesting
20512,500,100.0,False
61695,499,99.8,False
65663,453,90.60000000000001,False
9550,448,89.60000000000001,False
18444,448,89.60000000000001,False
37896,448,89.60000000000001,False
798,440,88.0,False
67215,436,87.2,False
8508,431,86.2,False
13469,429,85.8,False
9421,425,85.0,False
5499,425,85.0,False
34303,424,84.8,False
39622,421,84.2,False
60470,421,84.2,False
3732,419,83.8,False
19274,417,83.39999999999999,False
4657,415,83.0,False
21330,415,83.0,False
2135,410,82.0,True
64877,400,80.0,False
26867,390,78.0,False
33938,384,76.8,True
32745,374,74.8,False
23584,374,74.8,False
3984,359,71.8,False
69903,356,71.2,False
26395,352,70.39999999999999,False
41403,264,52.800000000000004,False
8816,257,51.4,False
12325,225,45.0,False
58047,206,41.199999999999996,False
43198,200,40.0,False
30187,186,37.2,False
53481,177,35.4,False
35620,160,32.0,False
3200,159,31.8,False
48156,145,28.999999999999996,False
50055,136,27.200000000000003,False
25773,128,25.6,False
30548,128,25.6,False
22545,124,24.8,False
37387,107,21.4,False
46997,100,20.0,False
36443,93,18.6,False
65338,84,16.8,False
1842,81,16.2,False
21913,79,15.8,False
64507,79,15.8,False
63213,74,14.799999999999999,False
46855,73,14.6,False
36059,73,14.6,False
58546,73,14.6,False
24596,72,14.399999999999999,False
9148,70,14.000000000000002,False
33058,69,13.8,False
22760,67,13.4,False
23256,66,13.200000000000001,False
66024,65,13.0,False
17956,65,13.0,False
13478,64,12.8,False
38752,63,12.6,False
27510,62,12.4,False
17412,61,12.2,False
36707,61,12.2,False
32095,59,11.799999999999999,False
49653,59,11.799999999999999,False
5491,59,11.799999999999999,False
41222,59,11.799999999999999,False
32913,58,11.600000000000001,False
57927,57,11.4,False
23624,57,11.4,False
67053,57,11.4,False
38967,56,11.200000000000001,False
39116,56,11.200000000000001,False
6596,56,11.200000000000001,False
70724,56,11.200000000000001,False
4095,56,11.200000000000001,False
49446,55,11.0,False
3783,55,11.0,False
31146,55,11.0,False
30753,55,11.0,False
20384,55,11.0,False
66263,55,11.0,False
51230,54,10.8,False
50771,54,10.8,False
39133,54,10.8,False
1294,54,10.8,False
33914,54,10.8,False
69922,54,10.8,False
15834,54,10.8,False
29021,54,10.8,False
46583,54,10.8,False
24123,54,10.8,False
1491,54,10.8,False
67792,53,10.6,False
36832,53,10.6,False
12542,53,10.6,False
46260,53,10.6,False
65341,53,10.6,False
44309,53,10.6,False
17733,53,10.6,False
31080,53,10.6,False
37735,53,10.6,False
61710,53,10.6,False
65030,53,10.6,False
42089,53,10.6,False
23247,53,10.6,False
34852,53,10.6,False
55701,53,10.6,False
37115,53,10.6,False
41044,53,10.6,False
54950,53,10.6,False
17870,53,10.6,False
29921,52,10.4,False
30448,52,10.4,False
30407,52,10.4,False
30392,52,10.4,False
30455,52,10.4,False
72844,52,10.4,False
29799,52,10.4,False
29798,52,10.4,False
29954,52,10.4,False
30147,52,10.4,False
29778,52,10.4,False
52970,52,10.4,False
52997,52,10.4,False
53073,52,10.4,False
53098,52,10.4,False
53125,52,10.4,False
53132,52,10.4,False
33242,52,10.4,False
33339,52,10.4,False
53216,52,10.4,False
53250,52,10.4,False
53363,52,10.4,False
53416,52,10.4,False
30148,52,10.4,False
28752,52,10.4,False
54813,52,10.4,False
29139,52,10.4,False
29167,52,10.4,False
29195,52,10.4,False
29201,52,10.4,False
29312,52,10.4,False
29331,52,10.4,False
