feature_index,occurrence_count,occurrence_percentage,globally_interesting
868,459,91.8,False
56694,448,89.60000000000001,False
13469,432,86.4,False
60470,419,83.8,False
67792,365,73.0,False
26844,354,70.8,False
69252,335,67.0,False
23624,321,64.2,False
54500,298,59.599999999999994,False
60592,248,49.6,False
71786,232,46.400000000000006,False
46866,229,45.800000000000004,False
10276,228,45.6,False
41875,206,41.199999999999996,False
68305,206,41.199999999999996,False
6109,206,41.199999999999996,False
35655,205,41.0,False
13781,205,41.0,False
53124,181,36.199999999999996,False
2947,177,35.4,False
33444,171,34.2,False
3446,170,34.0,False
2923,169,33.800000000000004,False
29021,164,32.800000000000004,False
49621,163,32.6,False
39033,150,30.0,False
53328,145,28.999999999999996,False
13407,143,28.599999999999998,False
30059,141,28.199999999999996,False
43830,141,28.199999999999996,False
39622,137,27.400000000000002,False
58844,127,25.4,False
30822,121,24.2,False
71680,121,24.2,False
67053,119,23.799999999999997,False
13929,114,22.8,False
31153,114,22.8,False
40347,112,22.400000000000002,False
38472,110,22.0,False
21913,107,21.4,False
23353,105,21.0,False
57319,101,20.200000000000003,False
8355,101,20.200000000000003,False
17956,97,19.400000000000002,False
22642,92,18.4,False
69922,91,18.2,False
8768,91,18.2,False
22576,88,17.599999999999998,False
52852,87,17.4,False
2365,86,17.2,False
43813,85,17.0,False
12756,85,17.0,False
42182,83,16.6,False
19908,83,16.6,False
42231,82,16.400000000000002,False
50189,80,16.0,False
6354,80,16.0,False
17009,78,15.6,False
34906,78,15.6,False
64507,77,15.4,False
16177,77,15.4,False
23241,76,15.2,False
15476,76,15.2,False
39416,76,15.2,False
50286,75,15.0,False
40182,73,14.6,False
65442,73,14.6,False
31782,73,14.6,False
32043,73,14.6,False
52566,73,14.6,False
39770,71,14.2,False
15786,71,14.2,False
48133,71,14.2,False
65154,71,14.2,False
36156,69,13.8,False
42953,69,13.8,False
46648,68,13.600000000000001,False
11369,68,13.600000000000001,False
21841,68,13.600000000000001,False
69168,68,13.600000000000001,False
50220,67,13.4,False
34360,67,13.4,False
43095,67,13.4,False
47118,66,13.200000000000001,False
66263,65,13.0,False
52049,65,13.0,False
22711,64,12.8,False
69498,64,12.8,False
39773,63,12.6,False
2430,63,12.6,False
4901,63,12.6,False
60506,63,12.6,False
30485,62,12.4,True
58243,62,12.4,False
18852,62,12.4,False
42089,61,12.2,False
58507,61,12.2,False
63213,61,12.2,False
72065,61,12.2,False
62989,60,12.0,False
67902,60,12.0,False
23927,60,12.0,False
21167,60,12.0,False
43949,60,12.0,False
62075,59,11.799999999999999,False
48272,59,11.799999999999999,False
5047,59,11.799999999999999,False
55313,59,11.799999999999999,False
37469,59,11.799999999999999,False
54206,59,11.799999999999999,False
21575,59,11.799999999999999,False
40230,59,11.799999999999999,False
50086,58,11.600000000000001,False
26555,58,11.600000000000001,False
49446,58,11.600000000000001,False
36832,58,11.600000000000001,False
70813,58,11.600000000000001,False
55924,58,11.600000000000001,False
47501,58,11.600000000000001,False
70578,58,11.600000000000001,False
10752,58,11.600000000000001,False
34852,58,11.600000000000001,False
52203,57,11.4,False
9274,57,11.4,False
57927,57,11.4,False
45475,57,11.4,False
41907,57,11.4,False
10549,57,11.4,False
27915,57,11.4,False
19748,57,11.4,False
17812,57,11.4,False
37115,57,11.4,False
2075,56,11.200000000000001,False
6500,56,11.200000000000001,False
46967,56,11.200000000000001,False
10905,56,11.200000000000001,False
27984,56,11.200000000000001,False
22521,56,11.200000000000001,False
15790,56,11.200000000000001,False
8306,56,11.200000000000001,False
8798,56,11.200000000000001,False
8816,56,11.200000000000001,False
30148,56,11.200000000000001,False
19022,56,11.200000000000001,False
51494,56,11.200000000000001,False
31146,56,11.200000000000001,False
37023,55,11.0,False
27053,55,11.0,False
33395,55,11.0,False
36094,55,11.0,False
56351,55,11.0,False
17235,55,11.0,False
21878,55,11.0,False
64034,55,11.0,False
65247,55,11.0,False
61930,55,11.0,False
32589,55,11.0,False
58049,55,11.0,False
18872,55,11.0,False
23532,55,11.0,False
55021,55,11.0,False
55879,55,11.0,False
15834,55,11.0,False
63410,55,11.0,False
65341,55,11.0,False
52439,55,11.0,False
9412,55,11.0,False
10994,55,11.0,False
70672,55,11.0,False
2986,55,11.0,False
46583,55,11.0,False
43691,55,11.0,False
13021,55,11.0,False
2760,55,11.0,False
28878,55,11.0,False
15906,55,11.0,False
69320,55,11.0,False
46855,55,11.0,False
30864,54,10.8,False
19560,54,10.8,False
34972,54,10.8,False
16888,54,10.8,False
398,54,10.8,False
56893,54,10.8,False
69872,54,10.8,False
62673,54,10.8,False
64765,54,10.8,False
64948,54,10.8,False
17452,54,10.8,False
17300,54,10.8,False
30448,54,10.8,False
44272,54,10.8,False
52684,54,10.8,False
1294,54,10.8,False
51215,54,10.8,False
51325,54,10.8,False
39211,54,10.8,False
37508,54,10.8,False
55650,54,10.8,False
38006,54,10.8,False
42059,54,10.8,False
10545,54,10.8,False
12199,54,10.8,False
38960,54,10.8,False
53522,54,10.8,False
22629,54,10.8,False
1609,54,10.8,False
22895,54,10.8,False
11082,54,10.8,False
30147,54,10.8,False
24348,54,10.8,False
41339,54,10.8,False
69169,54,10.8,False
48285,54,10.8,False
6021,54,10.8,False
45243,54,10.8,False
67773,54,10.8,False
48692,54,10.8,False
50321,54,10.8,False
6079,54,10.8,False
66571,54,10.8,False
8907,54,10.8,False
29108,54,10.8,False
32911,54,10.8,False
73597,54,10.8,False
48982,54,10.8,False
71671,54,10.8,False
68411,54,10.8,False
21928,53,10.6,False
62636,53,10.6,False
20631,53,10.6,False
21882,53,10.6,False
30605,53,10.6,False
765,53,10.6,False
57076,53,10.6,False
57112,53,10.6,False
39116,53,10.6,False
37050,53,10.6,False
33790,53,10.6,False
33589,53,10.6,False
58546,53,10.6,False
58402,53,10.6,False
58665,53,10.6,False
56854,53,10.6,False
14217,53,10.6,False
33397,53,10.6,False
33957,53,10.6,False
33914,53,10.6,False
31080,53,10.6,False
19617,53,10.6,False
61461,53,10.6,False
56796,53,10.6,False
59218,53,10.6,False
61887,53,10.6,False
61740,53,10.6,False
61710,53,10.6,False
18232,53,10.6,False
57515,53,10.6,False
60366,53,10.6,False
17870,53,10.6,False
27481,53,10.6,False
19423,53,10.6,False
18468,53,10.6,False
30455,53,10.6,False
31658,53,10.6,False
32191,53,10.6,False
48749,53,10.6,False
5258,53,10.6,False
3367,53,10.6,False
48994,53,10.6,False
73480,53,10.6,False
56405,53,10.6,False
25020,53,10.6,False
25095,53,10.6,False
26523,53,10.6,False
27198,53,10.6,False
48838,53,10.6,False
48868,53,10.6,False
73150,53,10.6,False
14831,53,10.6,False
39765,53,10.6,False
39677,53,10.6,False
12462,53,10.6,False
40352,53,10.6,False
15106,53,10.6,False
37592,53,10.6,False
30836,53,10.6,False
39133,53,10.6,False
12855,53,10.6,False
63045,53,10.6,False
63156,53,10.6,False
64054,53,10.6,False
29539,53,10.6,False
29167,53,10.6,False
29921,53,10.6,False
22437,53,10.6,False
23864,53,10.6,False
23247,53,10.6,False
65679,53,10.6,False
24328,53,10.6,False
42033,53,10.6,False
40986,53,10.6,False
1048,53,10.6,False
53073,53,10.6,False
1397,53,10.6,False
1497,53,10.6,False
1536,53,10.6,False
1580,53,10.6,False
15823,53,10.6,False
38634,53,10.6,False
39356,53,10.6,False
37735,53,10.6,False
813,53,10.6,False
54150,53,10.6,False
53610,53,10.6,False
56138,53,10.6,False
40011,53,10.6,False
14607,53,10.6,False
9373,53,10.6,False
46109,53,10.6,False
29139,53,10.6,False
52673,53,10.6,False
9038,53,10.6,False
55625,53,10.6,False
71406,53,10.6,False
71391,53,10.6,False
71226,53,10.6,False
72682,53,10.6,False
51710,53,10.6,False
44332,53,10.6,False
52356,53,10.6,False
2512,53,10.6,False
9948,53,10.6,False
65011,53,10.6,False
22860,53,10.6,False
68876,53,10.6,False
68628,53,10.6,False
70197,53,10.6,False
68259,53,10.6,False
71110,53,10.6,False
45783,53,10.6,False
47062,53,10.6,False
45316,53,10.6,False
47076,53,10.6,False
8579,53,10.6,False
48387,53,10.6,False
6898,53,10.6,False
6631,53,10.6,False
49878,53,10.6,False
3318,53,10.6,False
3059,53,10.6,False
50392,53,10.6,False
4817,53,10.6,False
26088,53,10.6,False
26146,53,10.6,False
26160,53,10.6,False
73270,52,10.4,False
25967,52,10.4,False
25256,52,10.4,False
26085,52,10.4,False
26342,52,10.4,False
26026,52,10.4,False
27510,52,10.4,False
25441,52,10.4,False
25529,52,10.4,False
25660,52,10.4,False
25772,52,10.4,False
65714,52,10.4,False
66366,52,10.4,False
68341,52,10.4,False
68350,52,10.4,False
68453,52,10.4,False
68655,52,10.4,False
68677,52,10.4,False
68791,52,10.4,False
22945,52,10.4,False
23102,52,10.4,False
23229,52,10.4,False
23231,52,10.4,False
23345,52,10.4,False
71291,52,10.4,False
70555,52,10.4,False
68871,52,10.4,False
28677,52,10.4,False
28136,52,10.4,False
28151,52,10.4,False
23590,52,10.4,False
27842,52,10.4,False
29799,52,10.4,False
28022,52,10.4,False
28046,52,10.4,False
24521,52,10.4,False
24604,52,10.4,False
24629,52,10.4,False
24717,52,10.4,False
28160,52,10.4,False
28313,52,10.4,False
27960,52,10.4,False
28431,52,10.4,False
3639,52,10.4,True
3682,52,10.4,False
3761,52,10.4,False
3783,52,10.4,False
3928,52,10.4,False
3979,52,10.4,False
4095,52,10.4,False
52407,52,10.4,False
4429,52,10.4,False
4394,52,10.4,False
49960,52,10.4,False
49991,52,10.4,False
50056,52,10.4,False
50078,52,10.4,False
50125,52,10.4,False
3571,52,10.4,False
5814,52,10.4,False
48710,52,10.4,False
4735,52,10.4,False
4934,52,10.4,False
4951,52,10.4,False
2022,52,10.4,False
50326,52,10.4,False
50570,52,10.4,False
49570,52,10.4,False
48916,52,10.4,False
49030,52,10.4,False
49071,52,10.4,False
5269,52,10.4,False
5382,52,10.4,False
5398,52,10.4,False
4865,52,10.4,False
6125,52,10.4,False
6162,52,10.4,False
6223,52,10.4,False
6245,52,10.4,False
5854,52,10.4,False
45693,52,10.4,False
45796,52,10.4,False
45848,52,10.4,False
48516,52,10.4,False
7843,52,10.4,False
6059,52,10.4,False
7376,52,10.4,False
7568,52,10.4,False
6348,52,10.4,False
47652,52,10.4,False
5900,52,10.4,False
8097,52,10.4,False
8450,52,10.4,False
8457,52,10.4,False
8498,52,10.4,False
