feature_index,occurrence_count,occurrence_percentage,globally_interesting
43830,500,100.0,False
2672,500,100.0,False
73020,466,93.2,False
68045,460,92.0,False
48780,448,89.60000000000001,False
56694,447,89.4,False
13469,443,88.6,False
40706,437,87.4,False
60470,424,84.8,False
72878,396,79.2,False
35330,395,79.0,False
42890,382,76.4,False
38942,357,71.39999999999999,False
64545,351,70.19999999999999,False
34360,343,68.60000000000001,False
73382,329,65.8,False
6354,311,62.2,False
67335,298,59.599999999999994,False
35655,296,59.199999999999996,False
48133,282,56.39999999999999,False
42175,276,55.2,False
67425,275,55.00000000000001,False
49621,274,54.800000000000004,False
73054,273,54.6,False
19743,265,53.0,False
32509,256,51.2,False
44720,252,50.4,False
18338,251,50.2,False
2116,249,49.8,False
1401,245,49.0,False
26641,237,47.4,False
6109,233,46.6,False
45730,232,46.400000000000006,False
13614,221,44.2,False
30187,216,43.2,False
35730,216,43.2,False
23256,214,42.8,False
69252,210,42.0,False
868,204,40.8,False
26844,203,40.6,False
34031,201,40.2,False
72451,189,37.8,False
40042,188,37.6,False
9254,182,36.4,False
48401,174,34.8,False
33555,163,32.6,False
60592,158,31.6,False
30059,153,30.599999999999998,False
46866,150,30.0,False
71446,141,28.199999999999996,False
61195,134,26.8,False
9226,129,25.8,False
58033,126,25.2,False
62470,125,25.0,False
39800,120,24.0,False
25566,118,23.599999999999998,False
36430,118,23.599999999999998,False
24595,117,23.400000000000002,False
3258,116,23.200000000000003,False
70306,111,22.2,False
25088,111,22.2,False
52015,108,21.6,False
41222,106,21.2,False
50286,101,20.200000000000003,False
68279,100,20.0,False
23276,99,19.8,False
8783,98,19.6,False
67072,97,19.400000000000002,False
55306,95,19.0,False
67771,94,18.8,False
56571,93,18.6,False
24503,90,18.0,False
57786,88,17.599999999999998,False
66737,88,17.599999999999998,False
13781,84,16.8,False
52852,83,16.6,False
67792,81,16.2,False
54943,81,16.2,False
574,78,15.6,False
23624,77,15.4,False
29100,76,15.2,False
48292,75,15.0,False
27762,75,15.0,False
21167,72,14.399999999999999,False
39876,72,14.399999999999999,False
30392,71,14.2,False
64507,70,14.000000000000002,False
10276,70,14.000000000000002,False
17956,70,14.000000000000002,False
63213,69,13.8,False
63225,69,13.8,False
11369,67,13.4,False
56405,67,13.4,False
2075,67,13.4,False
1820,66,13.200000000000001,False
58359,66,13.200000000000001,False
25705,66,13.200000000000001,False
20944,66,13.200000000000001,False
43813,65,13.0,False
7411,65,13.0,False
55017,65,13.0,False
62808,64,12.8,False
52566,64,12.8,False
66241,64,12.8,False
15847,63,12.6,False
46260,63,12.6,False
32589,62,12.4,False
7349,62,12.4,False
58507,62,12.4,False
13371,62,12.4,False
53749,61,12.2,False
2442,61,12.2,False
29570,61,12.2,False
9274,60,12.0,False
29021,60,12.0,False
15834,59,11.799999999999999,False
22825,58,11.600000000000001,False
50797,58,11.600000000000001,False
2760,58,11.600000000000001,False
17412,58,11.600000000000001,False
8816,58,11.600000000000001,False
55931,57,11.4,False
28444,57,11.4,False
39116,57,11.4,False
62424,57,11.4,False
3783,57,11.4,False
31568,57,11.4,False
13250,57,11.4,False
65948,57,11.4,False
60717,57,11.4,False
17859,56,11.200000000000001,False
14607,56,11.200000000000001,False
41907,56,11.200000000000001,False
39770,56,11.200000000000001,False
19592,55,11.0,False
14569,55,11.0,False
66263,55,11.0,False
18915,55,11.0,False
16177,55,11.0,False
46885,54,10.8,False
30203,54,10.8,False
55021,54,10.8,False
48329,54,10.8,False
47501,54,10.8,False
49749,54,10.8,False
24596,54,10.8,False
42089,54,10.8,False
65247,54,10.8,False
37592,54,10.8,False
22895,54,10.8,False
39133,54,10.8,False
40744,54,10.8,False
6898,54,10.8,False
23930,54,10.8,False
56849,54,10.8,False
5382,54,10.8,False
24348,54,10.8,False
50771,54,10.8,False
23630,54,10.8,False
46215,54,10.8,False
17870,54,10.8,False
31866,53,10.6,False
31153,53,10.6,False
5269,53,10.6,False
31273,53,10.6,False
46583,53,10.6,False
3195,53,10.6,False
44122,53,10.6,False
45848,53,10.6,False
2633,53,10.6,False
44332,53,10.6,False
72594,53,10.6,False
22762,53,10.6,False
55879,53,10.6,False
53713,53,10.6,False
19748,53,10.6,False
23846,53,10.6,False
15736,53,10.6,False
61930,53,10.6,False
59915,53,10.6,False
60517,53,10.6,False
59218,53,10.6,False
67813,53,10.6,False
50906,53,10.6,False
12686,53,10.6,False
27704,53,10.6,False
27842,53,10.6,False
30864,53,10.6,False
30930,53,10.6,False
10106,53,10.6,False
49030,53,10.6,False
63899,53,10.6,False
12199,53,10.6,False
50189,53,10.6,False
68802,53,10.6,False
36059,53,10.6,False
41339,53,10.6,False
39033,53,10.6,False
1536,53,10.6,False
68876,53,10.6,False
37023,53,10.6,False
1491,53,10.6,False
36094,53,10.6,False
73561,53,10.6,False
1294,53,10.6,False
54950,53,10.6,False
71343,53,10.6,False
38099,53,10.6,True
36223,53,10.6,False
26026,52,10.4,False
26029,52,10.4,False
25967,52,10.4,False
50321,52,10.4,False
26085,52,10.4,False
26088,52,10.4,False
50236,52,10.4,False
26146,52,10.4,False
25661,52,10.4,False
40616,52,10.4,False
50086,52,10.4,False
28160,52,10.4,False
28151,52,10.4,False
28136,52,10.4,False
50125,52,10.4,False
39237,52,10.4,False
28022,52,10.4,False
28046,52,10.4,False
28121,52,10.4,False
26160,52,10.4,False
27097,52,10.4,False
26536,52,10.4,False
26551,52,10.4,False
38006,52,10.4,False
37875,52,10.4,False
26555,52,10.4,False
26897,52,10.4,False
26362,52,10.4,False
26479,52,10.4,False
26510,52,10.4,False
25095,52,10.4,False
25231,52,10.4,False
25256,52,10.4,False
50326,52,10.4,False
26984,52,10.4,False
27053,52,10.4,False
27070,52,10.4,False
27073,52,10.4,False
39677,52,10.4,False
25772,52,10.4,False
25939,52,10.4,False
38706,52,10.4,False
25413,52,10.4,False
25441,52,10.4,False
25529,52,10.4,False
25660,52,10.4,False
25020,52,10.4,False
26978,52,10.4,False
29139,52,10.4,False
29167,52,10.4,False
29195,52,10.4,False
28677,52,10.4,False
28733,52,10.4,False
37523,52,10.4,False
28752,52,10.4,False
27503,52,10.4,False
27510,52,10.4,False
29201,52,10.4,False
29312,52,10.4,False
29331,52,10.4,False
29530,52,10.4,False
50038,52,10.4,False
29018,52,10.4,False
27677,52,10.4,False
37508,52,10.4,False
27709,52,10.4,False
27142,52,10.4,False
27198,52,10.4,False
27305,52,10.4,False
27446,52,10.4,False
27481,52,10.4,False
28313,52,10.4,False
39631,52,10.4,False
41798,52,10.4,False
27944,52,10.4,False
29539,52,10.4,False
50392,52,10.4,False
49991,52,10.4,False
24026,52,10.4,False
50056,52,10.4,False
40670,52,10.4,False
39470,52,10.4,False
50078,52,10.4,False
51089,52,10.4,False
39484,52,10.4,False
51160,52,10.4,False
50419,52,10.4,False
50533,52,10.4,False
39503,52,10.4,False
29108,52,10.4,False
50570,52,10.4,False
38634,52,10.4,False
50220,52,10.4,False
26523,52,10.4,False
26207,52,10.4,False
26342,52,10.4,False
42602,52,10.4,False
26350,52,10.4,False
42519,52,10.4,False
42206,52,10.4,False
50896,52,10.4,False
42176,52,10.4,False
37735,52,10.4,False
50557,52,10.4,False
21965,52,10.4,False
21997,52,10.4,False
22096,52,10.4,False
22221,52,10.4,False
21841,52,10.4,False
40352,52,10.4,False
21857,52,10.4,False
21878,52,10.4,False
22629,52,10.4,False
22642,52,10.4,False
22711,52,10.4,False
40430,52,10.4,False
24369,52,10.4,False
22437,52,10.4,False
40446,52,10.4,False
22502,52,10.4,False
22521,52,10.4,False
53098,52,10.4,False
52673,52,10.4,False
52684,52,10.4,False
52744,52,10.4,False
40577,52,10.4,False
24604,52,10.4,False
24629,52,10.4,False
24695,52,10.4,False
53132,52,10.4,False
22377,52,10.4,False
40599,52,10.4,False
40986,52,10.4,False
54565,52,10.4,False
20826,52,10.4,False
20967,52,10.4,False
21017,52,10.4,False
20470,52,10.4,False
20512,52,10.4,False
20519,52,10.4,False
20576,52,10.4,False
20580,52,10.4,False
23590,52,10.4,False
40347,52,10.4,False
22542,52,10.4,False
23229,52,10.4,False
23231,52,10.4,False
23247,52,10.4,False
23263,52,10.4,False
23268,52,10.4,False
21882,52,10.4,False
21913,52,10.4,False
21928,52,10.4,False
21952,52,10.4,False
21963,52,10.4,False
23426,52,10.4,False
23429,52,10.4,False
23532,52,10.4,False
23223,52,10.4,False
51325,52,10.4,False
51494,52,10.4,False
39176,52,10.4,False
39211,52,10.4,False
39765,52,10.4,False
52203,52,10.4,False
52348,52,10.4,False
52356,52,10.4,False
51537,52,10.4,False
51710,52,10.4,False
51821,52,10.4,False
51832,52,10.4,False
53210,52,10.4,False
38187,52,10.4,False
23851,52,10.4,False
52383,52,10.4,False
52407,52,10.4,False
52534,52,10.4,False
52558,52,10.4,False
24717,52,10.4,False
24328,52,10.4,False
38136,52,10.4,False
27960,52,10.4,False
24521,52,10.4,False
23864,52,10.4,False
38014,52,10.4,False
23805,52,10.4,False
53216,52,10.4,False
53250,52,10.4,False
52931,52,10.4,False
39909,52,10.4,False
52967,52,10.4,False
52997,52,10.4,False
53073,52,10.4,False
53363,52,10.4,False
53416,52,10.4,False
53438,52,10.4,False
53522,52,10.4,False
53610,52,10.4,False
39415,52,10.4,False
51260,52,10.4,False
53125,52,10.4,False
23345,52,10.4,False
22981,52,10.4,False
23102,52,10.4,False
22847,52,10.4,False
22860,52,10.4,False
22925,52,10.4,False
22945,52,10.4,False
51951,52,10.4,False
51192,52,10.4,False
51215,52,10.4,False
51230,52,10.4,False
51256,52,10.4,False
39453,52,10.4,False
45161,52,10.4,False
45212,52,10.4,False
43715,52,10.4,False
45243,52,10.4,False
45279,52,10.4,False
35866,52,10.4,False
35914,52,10.4,False
35941,52,10.4,False
45693,52,10.4,False
45699,52,10.4,False
45783,52,10.4,False
45796,52,10.4,False
27548,52,10.4,False
43647,52,10.4,False
36286,52,10.4,False
45306,52,10.4,False
45316,52,10.4,False
45336,52,10.4,False
33589,52,10.4,False
45882,52,10.4,False
45903,52,10.4,False
45961,52,10.4,False
46109,52,10.4,False
46159,52,10.4,False
45594,52,10.4,False
45624,52,10.4,False
43691,52,10.4,False
33790,52,10.4,False
33846,52,10.4,False
33864,52,10.4,False
34572,52,10.4,False
34583,52,10.4,False
34758,52,10.4,False
34826,52,10.4,False
34837,52,10.4,False
33957,52,10.4,False
33974,52,10.4,False
34058,52,10.4,False
32760,52,10.4,False
32284,52,10.4,False
45475,52,10.4,False
32541,52,10.4,False
43771,52,10.4,False
32603,52,10.4,False
32655,52,10.4,False
32657,52,10.4,False
33186,52,10.4,False
33240,52,10.4,False
33339,52,10.4,False
32911,52,10.4,False
32913,52,10.4,False
33016,52,10.4,False
32669,52,10.4,False
32756,52,10.4,False
32384,52,10.4,False
34898,52,10.4,False
34906,52,10.4,False
34972,52,10.4,False
44602,52,10.4,False
36073,52,10.4,False
35638,52,10.4,False
35691,52,10.4,False
35792,52,10.4,False
35145,52,10.4,False
43171,52,10.4,False
42953,52,10.4,False
35206,52,10.4,False
35208,52,10.4,False
33887,52,10.4,False
42661,52,10.4,False
42700,52,10.4,False
42708,52,10.4,False
42782,52,10.4,False
42864,52,10.4,False
38960,52,10.4,False
39253,52,10.4,False
38995,52,10.4,False
38569,52,10.4,False
43378,52,10.4,False
43402,52,10.4,False
43610,52,10.4,False
42924,52,10.4,False
35209,52,10.4,False
33896,52,10.4,False
33914,52,10.4,False
33389,52,10.4,False
33395,52,10.4,False
33397,52,10.4,False
33406,52,10.4,False
33503,52,10.4,False
44272,52,10.4,False
44313,52,10.4,False
39266,52,10.4,False
43949,52,10.4,False
44114,52,10.4,False
36650,52,10.4,False
34852,52,10.4,False
44939,52,10.4,False
44949,52,10.4,False
44337,52,10.4,False
44379,52,10.4,False
44397,52,10.4,False
44507,52,10.4,False
43269,52,10.4,False
43260,52,10.4,False
44167,52,10.4,False
44170,52,10.4,False
35262,52,10.4,False
35320,52,10.4,False
34851,52,10.4,False
37197,52,10.4,False
42059,52,10.4,False
49446,52,10.4,False
42033,52,10.4,False
28762,52,10.4,False
42006,52,10.4,False
28878,52,10.4,False
28385,52,10.4,False
28431,52,10.4,False
49570,52,10.4,False
41516,52,10.4,False
49878,52,10.4,False
49960,52,10.4,False
47991,52,10.4,False
34435,52,10.4,False
47810,52,10.4,False
47829,52,10.4,False
32110,52,10.4,False
32117,52,10.4,False
32121,52,10.4,False
32122,52,10.4,False
48692,52,10.4,False
48710,52,10.4,False
48285,52,10.4,False
39505,52,10.4,False
41169,52,10.4,False
48377,52,10.4,False
48387,52,10.4,False
48272,52,10.4,False
27984,52,10.4,False
39629,52,10.4,False
27521,52,10.4,False
27585,52,10.4,False
48994,52,10.4,False
30768,52,10.4,False
30836,52,10.4,False
41717,52,10.4,False
41695,52,10.4,False
30911,52,10.4,False
42115,52,10.4,False
39580,52,10.4,False
30407,52,10.4,False
49431,52,10.4,False
49252,52,10.4,False
49340,52,10.4,False
48749,52,10.4,False
48838,52,10.4,False
48868,52,10.4,False
48916,52,10.4,False
48982,52,10.4,False
49343,52,10.4,False
39371,52,10.4,False
49361,52,10.4,False
49375,52,10.4,False
49395,52,10.4,False
49414,52,10.4,False
49071,52,10.4,False
47652,52,10.4,False
46967,52,10.4,False
46980,52,10.4,False
47062,52,10.4,False
37050,52,10.4,False
46669,52,10.4,False
36832,52,10.4,False
